hostelid,name,type,address1,address2,tel,homepage,checktime,petinfo,placeinfo,rating,review,theme,themenum,firstimage,latitude,longitude
1378,보물섬,펜션,제주 서귀포시 성산읍 한도로242번길 10-11 보물섬펜션,성산리 252-1,064-784-0039,https://bomulseompension.modoo.at,입실 15:00 퇴실 11:00,,,4.06,231,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210517_292%2F1621233006326mfvoM_JPEG%2Fw1-PAAj1ZHm9fbCAh_gbbe1L.jpg,33.4663527478009,126.931513407363
1379,오라스테이,펜션,제주 제주시 무근성길 44,삼도이동 1088-1,0507-1359-9788,http://orastay.kr/,미제공,,,4.34,159,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200504_228%2F15885944033513r8vV_JPEG%2FKakaoTalk_20200503_154744655_12.jpg,33.5142565577759,126.519954615376
1380,백패커스빌라,펜션,제주 제주시 한경면 용수3길 21-1,용수리 4245-1,010-4585-0905,https://site.onda.me/123060,입실 16:00 퇴실 11:00,,,4.26,170,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210914_176%2F1631551455029oQXCL_JPEG%2FTMl4wLY9_3_ZYGaCCTA3F7W1.jpg,33.3237483755788,126.167289536248
1381,Oh 세화,펜션,제주 제주시 구좌읍 세송로 8-11,세화리 887,064-782-0146,https://www.instagram.com/oh_sewha/,입실 16:00 퇴실 11:00,,,4.75,421,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190328_122%2F155373864316915z3J_JPEG%2FxCDceG0Gu_blXIYcBP_zNB-W.jpg,33.5169521131937,126.859488560113
1382,유니콘,펜션,제주 서귀포시 안덕면 사계남로153번길 16,사계리 2082-1,0507-1383-3439,https://site.onda.me/136664,미제공,,,0.0,31,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230725_160%2F16902653895478aDoB_JPEG%2F01.jpg,33.2300432635756,126.305848918315
1383,라르고,펜션,제주 제주시 구좌읍 월정7길 18 라르고펜션,월정리 96-14,010-2754-5736,미제공,입실 16:00 퇴실 10:30,,,0.0,130,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220117_200%2F1642424914726s0wIr_JPEG%2F20211220_1544171.jpg,33.5525934707374,126.798188013474
1384,몬떼뷰 스테이,펜션,제주 서귀포시 안덕면 사계남로 75-9,사계리 2277-2,0507-1315-4317,https://www.instagram.com/monteview.stay,입실 16:00 퇴실 11:00,,,4.96,344,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170109_78%2F1483950653659jc6TE_JPEG%2F___1.jpg,33.2280256790235,126.298832823966
1385,서귀포감성숙소 제주독채펜션 바다점,펜션,제주 서귀포시 성산읍 일주동로 5177-20,신산리 1177-3,0507-1352-7647,미제공,입실 16:00 퇴실 11:00,,,0.0,125,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221028_237%2F1666929657576LWqfD_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF28.JPG,33.3739488153407,126.873406121034
1386,비자림 힐링펜션,펜션,제주 제주시 구좌읍 다랑쉬북로 68-35,세화리 3232-2,010-3577-8452,미제공,입실 16:00 퇴실 11:00,,,4.88,200,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230411_76%2F1681203519957TOqhK_JPEG%2F%25BF%25DC%25B0%25FC1%2528%25B8%25DE%25C0%25CE%2529.jpg,33.4892640600727,126.813852996593
1387,제주스마일,펜션,제주 서귀포시 염돈로 95,강정동 3380-5,010-3078-3380,https://jejusmile3380.modoo.at,미제공,,,0.0,1,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230710_126%2F1688952345642lPfW5_JPEG%2Fexterior_2.jpg,33.2572480882842,126.491526465005
1388,투애월펜션,펜션,제주 제주시 애월읍 애월로1길 14 투애월펜션,애월리 2494-6,010-3694-5673,미제공,입실 15:00 퇴실 11:00,,,4.85,95,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220808_268%2F16599455398776Eyat_JPEG%2Fe-TrrhgdK_Gu62V2G0ie1qxK.JPG.jpg,33.4625562949641,126.311025745235
1389,제주독채펜션 돌집감성숙소 돌담점,펜션,제주 제주시 구좌읍 하도동길 6-9,하도리 1609-2,010-8070-2714,https://blog.naver.com/jeju_v,입실 16:00 퇴실 11:00,,,4.87,133,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230128_176%2F1674898420314sIMBv_JPEG%2FDSC00199.jpg,33.5220050032007,126.88448805518
1390,무아별장,펜션,제주 제주시 구좌읍 하종로 144,종달리 3454-6,0507-1391-0349,http://무아펜션.kr,입실 15:00 퇴실 10:00,,,0.0,25,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230313_228%2F1678637356883UXj4r_JPEG%2F1678636378861.jpg,33.4976821349583,126.878197103182
1391,제주베아툼스파앤풀빌라,펜션,제주 제주시 구좌읍 해맞이해안로 2486-21 제주베아툼,종달리 659,미제공,http://www.jejubeatum.co.kr,입실 16:00 퇴실 11:00,,,0.0,29,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220929_106%2F1664435753566Du7zU_JPEG%2F0.jpg,33.485635964574,126.900617515859
1392,제주 올리브 스파앤풀빌라,펜션,제주 제주시 구좌읍 해맞이해안로 2486-21,종달리 659,0507-1322-3544,https://jejuolive.modoo.at/,입실 15:00 퇴실 11:00,,,4.94,223,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211010_19%2F1633817663939qGfVI_JPEG%2Fimage.jpg,33.485635964574,126.900617515859
1393,가온재 애월 풀빌라 펜션,펜션,제주 제주시 애월읍 고내봉서1길 80,애월리 105-3,0507-1385-9693,https://www.instagram.com/gaonjae.aewol,입실 16:00 퇴실 11:00,,,0.0,108,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230619_79%2F1687153928019MCPJI_JPEG%2FPSX_20230619_085956.jpg,33.4537355738389,126.32864816707
1394,월령코지,펜션,제주 제주시 한림읍 월령3길 39-22,월령리 344,064-796-7138,https://jejudocozy.modoo.at,입실 15:00 퇴실 11:00,,,4.47,191,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200605_222%2F1591338431919ShQhL_PNG%2FPmLDTfmNoEHh1mch_C3VGM0S.png,33.3805107383688,126.215391773293
1395,오형제 풀빌라독채펜션,펜션,제주 제주시 한경면 신한로 183-28,두모리 540,0507-1374-0855,http://www.ohyungjae.com/,입실 16:00 퇴실 11:00,,,4.8,241,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191217_152%2F1576589518101OmfVB_JPEG%2F_MG_9714.jpg,33.3399107547179,126.197432640541
1396,제주도독채펜션 돌담감성숙소 밭담점,펜션,제주 제주시 구좌읍 하도3길 13,하도리 2241-4,010-8070-2714,https://blog.naver.com/jeju_v,입실 16:00 퇴실 11:00,,,4.42,303,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230128_50%2F16748999790532XFUl_JPEG%2FDSC00254.jpg,33.5193267637552,126.878514238982
1397,제주 클레르드륀,펜션,제주 제주시 애월읍 고내로11길 14 제주클레르드륀펜션,고내리 565-1,064-744-3704,https://blog.naver.com/bwlee0526,입실 16:00 퇴실 11:00,,,4.82,542,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160322_238%2F1458616537391DvDWs_JPEG%2F___1.jpg,33.4660177288891,126.340257929284
1398,해뜨는집,펜션,제주 서귀포시 성산읍 한도로 137,오조리 3-14,064-784-8812,http://www.sunrisinghouse.co.kr/,입실 15:00 퇴실 11:00,,,4.54,646,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190624_14%2F1561364428269qBnQy_JPEG%2F_DSC9631.jpg,33.4691316097732,126.922646231109
1399,리틀램스테이 휴양펜션,펜션,제주 서귀포시 남원읍 태위로894번길 36,태흥리 1095-2,010-3538-5619,미제공,입실 16:00 퇴실 11:00,,,0.0,43,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211016_75%2F1634352303897bpCnb_JPEG%2FadMfN0qVNBOthyP3ZsvCOsMm.jpg,33.2819490557018,126.741452122265
1400,여유를담다 동쪽 구좌읍 숙소 세화 월정리 함덕 코난비치,펜션,제주 제주시 구좌읍 평대7길 20-1 2층 3층,평대리 579-8,0507-1423-2790,https://www.instagram.com/stay_damda_jeju,입실 16:00 퇴실 11:00,,,0.0,137,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211202_103%2F1638419753100Krx5r_JPEG%2FGFXS6064-2.jpg,33.5300299746996,126.843810708037
1401,케이글램핑 애월,펜션,제주 제주시 애월읍 소길남길 120 소길리 995-2번지,소길리 995-2,010-7613-6127,https://kglamping.com,입실 15:00 퇴실 11:00,,,0.0,117,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_130%2F1657834844887URCUA_JPEG%2F20220710_073147.jpg,33.4241051021802,126.376634378449
1402,성산파라다이스힐,펜션,제주 서귀포시 성산읍 일주동로4120번길 103,오조리 1666-1,0507-1329-3665,http://www.sungsanparadisehill.co.kr,입실 15:00 퇴실 11:00,,,4.05,153,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190827_104%2F1566897157253sBAev_JPEG%2FjwMsPQPegmAIapTt8kZNCuEY.jpg,33.4555588905221,126.902476192111
1403,수필하우스,펜션,제주 제주시 구좌읍 종달논길 50-1,종달리 820,0507-1312-8550,http://www.soofeelhouse.com/,입실 16:00 퇴실 11:00,,,0.0,196,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210925_22%2F1632538648513TzPFg_JPEG%2FTuZLzrs-WfCr6Et3OVh5qMb1.jpg,33.4928934551221,126.899521204616
1404,호즈,펜션,제주 제주시 구좌읍 세화남길 18 1동,세화리 873-6,0507-1355-0703,https://blog.naver.com/hawes_jeju,입실 16:00 퇴실 11:00,,,0.0,34,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230302_121%2F16777312193052BSAK_JPEG%2FIMG_0518.jpeg,33.5180217546318,126.85734320625
1405,펜션머물다,펜션,제주 서귀포시 논짓물로48번길 16-6,하예동 341-2,064-739-5937,https://blog.naver.com/freemoon76,입실 16:00 퇴실 11:00,,,4.83,340,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230728_153%2F16905408446703qwMp_JPEG%2F3.jpg,33.2415510019381,126.387476173322
1406,키아오라 리조트 펜션,펜션,제주 서귀포시 성산읍 난고로42번길 3 키아오라 리조트,고성리 1803-1,010-9422-5680,http://kia-ora.co.kr,입실 16:00 퇴실 11:00,,,4.53,402,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220623_163%2F1655966893448mUDxS_JPEG%2F15.jpg,33.434273186556,126.904681145484
1407,후하우스풀빌라,펜션,제주 서귀포시 대포동서로72번길 20,대포동 1341-1,0507-1445-8522,미제공,미제공,,,0.0,550,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230607_95%2F1686107206092vkuDj_PNG%2F1.PNG,33.2444299258088,126.439431570295
1408,월영사계,펜션,제주 서귀포시 안덕면 사계로 92,사계리 1560,0507-1347-3192,http://www.waitingforthemoon.kr,미제공,,,0.0,136,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221005_215%2F1664971842911OWJHP_JPEG%2F%25BF%25F9%25B7%25C9%25BB%25E7%25B0%25E8%2528%25BF%25C3%25BC%25A6%25C6%25F7%25C5%25E4%2529-15-_ASP9593.jpg,33.2391141574596,126.299496762407
1409,아모제펜션,펜션,제주 서귀포시 최영로 20-1,법환동 169-4,064-739-8825,http://amojejeju.com/,입실 15:00 퇴실 11:00,,,4.77,335,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200221_100%2F1582270133552Iwfjs_JPEG%2FDJI_0026.JPG,33.233419611219,126.512724249137
1410,코코스펜션,펜션,제주 제주시 한림읍 협재2길 26,협재리 2523-1,064-796-8262,http://www.jejukokos.com/,입실 15:00 퇴실 11:00,,,4.51,473,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161003_148%2F14754789095557juwk_JPEG%2F176953564529373_0.jpeg,33.3923888276011,126.242444357742
1411,펜션이유,펜션,제주 서귀포시 성산읍 시흥상동로53번길 77-6 1동,시흥리 1437-3,0507-1358-4976,미제공,미제공,,,0.0,22,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230607_218%2F1686106100208slLtK_JPEG%2F4FDB95E4-45FF-4053-B68E-A9A3E6AB67D6.jpeg,33.4724630230762,126.891052559021
1412,김녕고택,펜션,제주 제주시 구좌읍 김녕항3길 9 김녕고택,김녕리 3879,0507-1406-5376,https://jejugotek.modoo.at,입실 16:00 퇴실 11:00,,,4.97,275,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230523_295%2F1684807213198IjyTu_PNG%2FKakaoTalk_Photo_2023-05-23-09-52-38_003.png,33.5563416037049,126.746873707024
1413,종달리 히든자왈,펜션,제주 제주시 구좌읍 종달로1길 124-6,종달리 565-66,0507-1318-7518,https://www.instagram.com/hiddenjawal,입실 16:00 퇴실 11:00,,,0.0,140,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230226_95%2F1677398359003PqcjX_JPEG%2F20230226_095838.jpg,33.495744492329,126.908093769685
1414,제주비치펜션,펜션,제주 제주시 애월읍 애월해안로 384-12,고내리 328-4,064-799-9910,https://jejubeach1.modoo.at/,입실 15:00 퇴실 11:00,,,0.0,40,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160321_226%2F14585255577089fBxu_JPEG%2F__1.jpg,33.4719970459146,126.349366849942
1415,제주라일락,펜션,제주 제주시 구좌읍 계룡길 26-9 제주라일락,한동리 8-2,0507-1494-0429,https://www.instagram.com/jeju_lilac,입실 16:00 퇴실 11:00,,,0.0,80,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221027_172%2F1666875546410WE429_JPEG%2FKakaoTalk_20221027_210434764.jpg,33.5389799310694,126.835775105521
1416,비엔토펜션,펜션,제주 제주시 애월읍 금성5길 24,금성리 461-9,0507-1364-5259,http://jejubiento.kr,입실 15:00 퇴실 11:00,,,0.0,189,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191202_75%2F1575258402669RJ0Hz_JPEG%2FuIqtODFxj6snTl21rBcW5LVT.jpg,33.4468899767708,126.302652930804
1417,협재 그 바다에 머물다,펜션,제주 제주시 한림읍 협재4길 8,협재리 1750-1,064-796-5544,http://jejumorninghouse.com/,입실 15:00 퇴실 11:00,,,4.85,547,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170109_111%2F1483943547558ssDJm_JPEG%2F____1.jpg,33.3939169137719,126.241157870446
1418,하도리움 제주독채 감성숙소,펜션,제주 제주시 구좌읍 해맞이해안로 1622-1 하도리움,하도리 3073,0507-1344-2195,https://blog.naver.com/hadoleeum,입실 16:00 퇴실 11:00,,,0.0,107,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221228_94%2F1672208960036k5Yar_JPEG%2F2J9A6736.JPG,33.5290128251286,126.876319120938
1419,로비나발리168,펜션,제주 제주시 한림읍 한림해안로 714,귀덕리 3081,010-8841-0168,https://lovinabali168.modoo.at/,미제공,,,0.0,115,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230707_212%2F1688690002699Ti2vC_JPEG%2F%25C3%25B9%25C8%25AD%25B8%25E9.jpg,33.4441726632795,126.285340577469
1420,바다위에펜션,펜션,제주 제주시 애월읍 일주서로 7219-1,하귀1리 272,010-2290-4076,http://www.onthesea.kr/,입실 15:00 퇴실 11:00,,,4.82,437,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170504_37%2F14938584597999SOxr_JPEG%2F186378503249776_0.jpeg,33.4894096860255,126.418994684037
1421,반디앤로제이,펜션,제주 제주시 조천읍 조함해안로 142-40,조천리 932-1,0507-1350-1128,https://bandinroj.modoo.at,입실 17:00 퇴실 11:00,,,4.98,373,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230618_194%2F1687093008194Oa7Ae_JPEG%2FKakaoTalk_20230617_182902912.jpg,33.5453886839407,126.641516163891
1422,제주 하이맘 키즈 펜션 골드,펜션,제주 서귀포시 대정읍 노을해안로 638-2,신도리 2453,010-3639-4119,http://jejusunset.com,입실 16:00 퇴실 11:00,,,4.52,226,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230602_164%2F1685698676647sJVbN_JPEG%2F5-1.jpg,33.2708345636206,126.176199211541
1423,드라마2015펜션,펜션,제주 제주시 애월읍 금성5길 42-15 드라마2015펜션,금성리 472-13,064-743-2015,http://www.drama2015.co.kr,입실 16:00 퇴실 11:00,,,4.46,675,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191002_49%2F1570005812441Tcl8P_JPEG%2FQHazIg5FqEP-6NrYZ_ZogbnM.jpg,33.4482312292221,126.301605206034
1424,동백바다,펜션,제주 서귀포시 남원읍 태위로360번길 46,위미리 750,010-3757-5702,http://camelliaocean.com,입실 15:00 퇴실 11:00,,,4.87,213,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210624_221%2F1624516875023skrpT_JPEG%2FleZC5MnqaxWm5w5T1Ql0Z9UE.jpg,33.2722346914365,126.683981334603
1425,스테이 협재10길,펜션,제주 제주시 한림읍 협재10길 3,협재리 1506-1,0507-1364-5150,https://stay10.modoo.at/,입실 15:00 퇴실 11:00,,,4.96,269,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200512_186%2F1589285169587jsz9P_JPEG%2FqjIcAvOsFccBRWMZYWLdmc6H.JPG.jpg,33.398665742217,126.246897069589
1426,소소오늘 제주 커플 감성숙소,펜션,제주 제주시 한경면 두모1길 10-20,두모리 2799-2,0507-1398-5790,http://www.instagram.com/soso.oneul.jeju,입실 00:00 퇴실 00:00,,,0.0,144,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220808_193%2F1659965127099TxHOl_JPEG%2Fbatch__DSC3354.jpg,33.3513988375993,126.181740143171
1427,멍멍플레이스 펜션,펜션,제주 제주시 애월읍 소길남길 244-5,소길리 952-2,010-5171-4665,https://www.instagram.com/jeju__mmplays,입실 15:00 퇴실 11:00,,,4.67,415,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230726_116%2F1690333900107VINKb_JPEG%2FEdited-DJI_0418.jpg,33.4161008166627,126.379580702251
1428,중문통나무펜션리조트,펜션,제주 서귀포시 중산간서로594번길 7-8,대포동 342-2,0507-1336-8384,https://www.jejulog.com/,입실 14:00 퇴실 11:00,,,4.59,421,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160325_278%2F1458891480221PTWen_JPEG%2F176275566779909_0.jpeg,33.2634532387556,126.450881701408
1429,그린비치,펜션,제주 제주시 한림읍 금능길 92 코델그린비치,금능리 1480,064-796-1051,http://www.greenbeach.co.kr/index.html,입실 15:00 퇴실 11:00,,,4.06,145,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160318_198%2F1458265838856VyasK_JPEG%2F__1.jpg,33.3889146621847,126.232833929203
1430,호텔홀라인 종달점,펜션,제주 제주시 구좌읍 종달로1길 98 호텔홀라인 종달점,종달리 558-9,0507-1397-0856,https://www.instagram.com/hotelhollain,입실 16:00 퇴실 11:00,,,0.0,17,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_89%2F1683272331384eojCt_JPEG%2FKakaoTalk_20230429_165816426_06.jpg,33.4949099106493,126.905856790628
1431,곽지길가온펜션,펜션,제주 제주시 애월읍 곽지3길 26,곽지리 1573,010-4214-2530,http://gilgaonps.com/,입실 15:00 퇴실 11:00,,,0.0,153,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220721_121%2F1658365694832lUGzu_JPEG%2FJIYRWqxwiuVH.jpg,33.449348088754,126.305066917585
1432,엔젤풀빌라,펜션,제주 제주시 해안마을13길 30-37 121동,해안동 1328,0507-1337-4088,http://angelpoolvilla.co.kr,입실 16:00 퇴실 11:00,,,0.0,23,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230508_32%2F1683516231184l8h8r_JPEG%2F%25BF%25A3%25C1%25A9%25C7%25AE%25BA%25F4%25B6%25F3_%25B8%25DE%25C0%25CE.jpg,33.4510202001131,126.460676714956
1433,포엠하우스,펜션,제주 제주시 조천읍 조함해안로 476-1,함덕리 1010-2,064-759-0109,http://poemhouse.co.kr/,미제공,,,4.37,295,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180308_219%2F1520507688011HnXAe_JPEG%2FIMG_6758.jpg,33.5431867964932,126.663881586667
1434,스테이인우도,펜션,제주 제주시 우도면 삼양고수물길 53-49,연평리 732,0507-1428-9885,https://stayinudo.creatorlink.net/,입실 03:00 퇴실 11:00,,,4.96,186,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230127_270%2F1674797892911vexRX_JPEG%2F%25BF%25DC%25B0%25FC-3.jpg,33.5186798799392,126.958642592576
1435,라뷰테제주 스파 펜션,펜션,제주 서귀포시 대정읍 노을해안로 620-2 라뷰테제주 펜션,신도리 2419-7,010-9916-9301,https://jejulabeaute.kr/,미제공,,,4.8,251,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230201_139%2F1675239781329GcgBb_JPEG%2F10.jpg,33.269711846283,126.177554261148
1436,카멜베이지,펜션,제주 서귀포시 안덕면 소기왓로 82 라동,창천리 703-1,010-6610-7207,http://www.instagram.com/stay_camelbeige,미제공,,,0.0,68,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230308_19%2F1678280442334vdUM1_JPEG%2F%25BF%25DC%25B0%25FC2.jpg,33.2419515413497,126.369370174109
1437,엘린빌리지,펜션,제주 서귀포시 안덕면 사계로 187-3,사계리 875,0507-1480-4244,http://elinvillage.com/,입실 16:30 퇴실 11:00,,,4.63,459,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200424_277%2F1587688170531foBOJ_JPEG%2FKakaoTalk_20200406_134156453_03_%25281%2529.jpg,33.2464166623338,126.302522786254
1438,소금막 리조트,펜션,제주 서귀포시 쇠소깍로 151-14,하효동 1028-2,0507-1425-0883,http://sogeummak.com/,미제공,,,4.29,232,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150902_19%2F1441122789953Hc6Bx_JPEG%2F156478528166799_0.jpeg,33.2505524191668,126.620326145993
1439,수월이 펜션,펜션,제주 서귀포시 대정읍 추사로38번길 96,안성리 1785-3,010-3206-3257,https://site.onda.me/96479,미제공,,,4.92,90,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20220929_68%2F1664438134504ieUpL_JPEG%2Fimage.jpg,33.2581435699572,126.279122139857
1440,제주바다마루펜션,펜션,제주 서귀포시 표선면 표선백사로60번길 70,표선리 1159-1,미제공,http://jejubadamaru.com/,미제공,,,4.75,99,숙소,30,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160322_178%2F1458639479107eGtM2_PNG%2F__1.PNG,33.3166719581752,126.837398878381
